dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,138.407000,171.544988,86.686694,102.358707,-55.588637,-46.870232,0.594906
0.020000,140.087315,172.674341,88.711267,101.228652,-56.502756,-45.705936,0.588488
0.020000,141.756081,173.779637,90.712881,100.080732,-57.396002,-44.662298,0.581395
0.020000,143.413467,174.859795,92.691181,98.915000,-58.286600,-44.529891,0.573657
0.020000,145.059558,175.913817,94.645810,97.731460,-59.177014,-44.520688,0.565303
0.020000,146.694357,176.940780,96.576412,96.530068,-60.069609,-44.629782,0.556362
0.020000,148.317790,177.939846,98.482630,95.310898,-60.958461,-44.442558,0.546864
0.020000,149.929691,178.910246,100.364092,94.073118,-61.889044,-46.529172,0.536839
0.020000,151.529823,179.851299,102.220434,92.817078,-62.802004,-45.647994,0.526318
0.020000,153.117861,180.762395,104.051270,91.541804,-63.763685,-48.084036,0.515332
0.020000,154.693405,181.643008,105.856212,90.247119,-64.734217,-48.526618,0.503913
0.020000,156.255980,182.492695,107.634866,88.932685,-65.721740,-49.376177,0.492094
0.020000,157.805036,183.311092,109.386822,87.597799,-66.744301,-51.128017,0.479908
0.020000,159.339958,184.097923,111.111666,86.242228,-67.778523,-51.711085,0.467391
0.020000,160.860064,184.852997,112.808975,84.865438,-68.839522,-53.049949,0.454575
0.020000,162.364614,185.576210,114.478319,83.467174,-69.913166,-53.682234,0.441498
0.020000,163.852816,186.267547,116.119261,82.047121,-71.002660,-54.474677,0.428196
0.020000,165.323833,186.927082,117.731364,80.605160,-72.098054,-54.769733,0.414703
0.020000,166.776785,187.554977,119.314186,79.141081,-73.203938,-55.294202,0.401057
0.020000,168.210765,188.151484,120.867285,77.654976,-74.305257,-55.065923,0.387294
0.020000,169.624838,188.716939,122.390224,76.146913,-75.403164,-54.895352,0.373450
0.020000,171.018054,189.251765,123.882567,74.617188,-76.486230,-54.153289,0.359561
0.020000,172.389455,189.756466,125.343890,73.066154,-77.551712,-53.274138,0.345663
0.020000,173.738083,190.231626,126.773777,71.494314,-78.592010,-52.014885,0.331789
0.020000,175.062982,190.677902,128.171817,69.902032,-79.614122,-51.105612,0.317973
0.020000,176.363211,191.096019,129.537620,68.290146,-80.594270,-49.007361,0.304247
0.020000,177.637853,191.486770,130.870812,66.659583,-81.528158,-46.694424,0.290643
0.020000,178.886019,191.851004,132.171036,65.011218,-82.418247,-44.504454,0.277190
0.020000,180.106844,192.189621,133.437952,63.345795,-83.271166,-42.645960,0.263916
0.020000,181.299498,192.503566,134.671235,61.664126,-84.083451,-40.614211,0.250847
0.020000,182.463197,192.793822,135.870586,59.967551,-84.828723,-37.263620,0.238008
0.020000,183.597207,193.061406,137.035738,58.257632,-85.495980,-33.362857,0.225422
0.020000,184.700815,193.307352,138.166419,56.534045,-86.179321,-34.167040,0.213110
0.020000,185.773382,193.532720,139.262408,54.799425,-86.730991,-27.583504,0.201092
0.020000,186.814302,193.738576,140.323488,53.054002,-87.271172,-27.009073,0.189384
0.020000,187.823027,193.925989,141.349475,51.299365,-87.731848,-23.033799,0.178003
0.020000,188.799021,194.096025,142.340170,49.534744,-88.231042,-24.959658,0.166963
0.020000,189.741853,194.249749,143.295452,47.764096,-88.532404,-15.068125,0.156276
0.020000,190.651094,194.388207,144.215175,45.986135,-88.898045,-18.282045,0.145954
0.020000,191.526369,194.512430,145.099221,44.202306,-89.191458,-14.670656,0.136006
0.020000,192.367359,194.623426,145.947504,42.414153,-89.407658,-10.809973,0.126440
0.020000,193.173744,194.722175,146.759913,40.620445,-89.685374,-13.885831,0.117263
0.020000,193.945294,194.809634,147.536404,38.824559,-89.794317,-5.447150,0.108481
0.020000,194.681773,194.886721,148.276906,37.025115,-89.972182,-8.893231,0.100098
0.020000,195.382990,194.954322,148.981374,35.223405,-90.085537,-5.667751,0.092119
0.020000,196.048800,195.013289,149.649790,33.420777,-90.131375,-2.291926,0.084547
0.020000,196.679019,195.064426,150.282080,31.614525,-90.312598,-9.061126,0.077383
0.020000,197.273575,195.108508,150.878269,29.809419,-90.255330,2.863403,0.070630
0.020000,197.832361,195.146260,151.438328,28.002970,-90.322425,-3.354755,0.064288
0.020000,198.355301,195.178369,151.962254,26.196274,-90.334779,-0.617700,0.058359
0.020000,198.842343,195.205476,152.450049,24.389775,-90.324979,0.490004,0.052841
0.020000,199.293411,195.228178,152.901688,22.581925,-90.392480,-3.375044,0.047736
0.020000,199.708495,195.247031,153.317200,20.775594,-90.316570,3.795490,0.043042
0.020000,200.087566,195.262544,153.696589,18.969456,-90.306917,0.482664,0.038760
0.020000,200.430609,195.275182,154.039864,17.163756,-90.284974,1.097115,0.034888
0.020000,200.737612,195.285365,154.347035,15.358584,-90.258617,1.317880,0.031426
0.020000,201.008545,195.293468,154.618090,13.552714,-90.293483,-1.743318,0.028372
0.020000,201.243431,195.299823,154.853062,11.748613,-90.205030,4.422657,0.025727
0.020000,201.442266,195.304717,155.051957,9.944772,-90.192077,0.647640,0.023490
0.020000,201.605048,195.308392,155.214781,8.141159,-90.180627,0.572504,0.021659
0.020000,201.731793,195.311048,155.341553,6.338625,-90.126729,2.694921,0.020234
0.020000,201.822463,195.312836,155.432241,4.534372,-90.212626,-4.294857,0.019215
0.020000,201.877110,195.313870,155.486898,2.732852,-90.076034,6.829604,0.018601
0.020000,201.900073,195.314294,155.509865,1.148377,-79.223721,542.615661,0.018343
0.020000,201.904724,195.314379,155.514516,0.232540,-45.791850,1671.593544,0.018291
0.020000,201.904724,195.314379,155.514516,0.000000,-11.627011,1708.241921,0.018291
